"","datetime","city","country","shape"
"24672",1999-12-04,"new york city (bronx)","us","light"
"31335",2014-02-22,"new york city (bronx)","us","light"
"31976",2013-02-26,"new york city (bronx)","us","light"
"53504",2004-06-12,"new york city (bronx)","us","light"
"61228",2003-07-11,"new york city (bronx)","us","light"
"64051",2013-07-16,"new york city (bronx)","us","light"
"82492",2003-09-14,"new york city (bronx)","us","light"
"62016",2013-07-01,"new york city (bronx&#44 riverdale)","us","light"
"5037",2010-10-25,"new york city (brooklyn)","us","light"
"6726",2004-10-03,"new york city (brooklyn)","us","light"
"21967",2012-01-22,"new york city (brooklyn)","us","light"
"23588",2009-12-29,"new york city (brooklyn)","us","light"
"26027",2013-01-28,"new york city (brooklyn)","us","light"
"26151",2004-01-28,"new york city (brooklyn)","us","light"
"27388",2014-01-04,"new york city (brooklyn)","us","light"
"29550",1955-02-15,"new york city (brooklyn)","us","light"
"30685",2009-02-20,"new york city (brooklyn)","us","light"
"40717",1999-04-14,"new york city (brooklyn)","us","light"
"42551",2013-04-21,"new york city (brooklyn)","us","light"
"43805",2012-04-27,"new york city (brooklyn)","us","light"
"44820",2002-04-05,"new york city (brooklyn)","us","light"
"49950",2007-05-29,"new york city (brooklyn)","us","light"
"56490",2010-06-21,"new york city (brooklyn)","us","light"
"59622",2005-06-04,"new york city (brooklyn)","us","light"
"63934",2006-07-16,"new york city (brooklyn)","us","light"
"70398",2013-07-06,"new york city (brooklyn)","us","light"
"75525",2000-08-20,"new york city (brooklyn)","us","light"
"75526",2000-08-20,"new york city (brooklyn)","us","light"
"76075",2013-08-21,"new york city (brooklyn)","us","light"
"79843",2012-08-06,"new york city (brooklyn)","us","light"
"83386",2007-09-16,"new york city (brooklyn)","us","light"
"88003",2005-09-05,"new york city (brooklyn)","us","light"
"89042",2012-09-09,"new york city (brooklyn)","us","light"
"30774",1999-02-21,"new york city (brooklyn) (bensonhurst)","us","light"
"42832",2007-04-22,"new york city (central park)","us","light"
"39373",2009-03-08,"new york city (city island) (queens)","us","light"
"48123",2013-05-19,"new york city (glen oaks/littleneck area&#44 queens)","us","light"
"73856",1998-08-15,"new york city (jfk international airport)","us","light"
"6976",2005-10-04,"new york city (manhattan)","us","light"
"13961",2007-11-23,"new york city (manhattan)","us","light"
"14117",2004-11-24,"new york city (manhattan)","us","light"
"33149",2008-02-07,"new york city (manhattan)","us","light"
"46596",2009-05-12,"new york city (manhattan)","us","light"
"59731",1992-06-05,"new york city (manhattan)","us","light"
"59837",2007-06-05,"new york city (manhattan)","us","light"
"63444",2001-07-15,"new york city (manhattan)","us","light"
"77541",2010-08-26,"new york city (manhattan)","us","light"
"5592",2004-10-28,"new york city (queens)","us","light"
"9571",2014-01-11,"new york city (queens)","us","light"
"17866",2007-01-18,"new york city (queens)","us","light"
"21093",2010-12-19,"new york city (queens)","us","light"
"42659",2008-04-02,"new york city (queens)","us","light"
"46930",2007-05-14,"new york city (queens)","us","light"
"50982",1996-05-06,"new york city (queens)","us","light"
"54091",1956-06-15,"new york city (queens)","us","light"
"57152",2009-06-23,"new york city (queens)","us","light"
"62162",2007-07-12,"new york city (queens)","us","light"
"64655",2003-07-19,"new york city (queens)","us","light"
"78782",2010-08-31,"new york city (queens)","us","light"
"29246",2009-02-13,"new york city (ridgewood; queens)","us","light"
"786",2002-10-01,"new york city (staten island)","us","light"
"17741",2003-11-08,"new york city (staten island)","us","light"
"24688",2001-12-04,"new york city (staten island)","us","light"
"33693",2007-03-10,"new york city (staten island)","us","light"
"34431",2009-03-12,"new york city (staten island)","us","light"
"58491",2011-06-29,"new york city (staten island)","us","light"
"60674",2001-06-09,"new york city (staten island)","us","light"
"71173",2009-07-09,"new york city (staten island)","us","light"
"76974",2009-08-24,"new york city (staten island)","us","light"
"86693",2002-09-28,"new york city (staten island)","us","light"
"88607",2002-09-08,"new york city (staten island)","us","light"
"17682",1999-11-08,"new york city/central park",NA,"light"
"4118",2011-10-02,"new york mills","us","light"
"87258",2005-09-30,"new york state thruway / catskill",NA,"light"
"41742",1933-04-18,"new york worlds fair",NA,"light"
"85786",1999-09-24,"new york/san francisco (flight between)",NA,"light"
"1529",2011-10-13,"newark","us","light"
"6480",2005-10-31,"newark","us","light"
"17830",2005-11-08,"newark","us","light"
"18305",2008-01-19,"newark","us","light"
"21476",2010-12-20,"newark","us","light"
"25297",2012-12-05,"newark","us","light"
"32997",2009-02-07,"newark","us","light"
"36441",2009-03-21,"newark","us","light"
"41469",2009-04-16,"newark","us","light"
"41487",2012-04-16,"newark","us","light"
"49100",2008-05-24,"newark","us","light"
"50141",2009-05-30,"newark","us","light"
"60109",2007-06-06,"newark","us","light"
"86842",2012-09-28,"newark","us","light"
"53460",1997-06-12,"newark (south of&#44 garden state pkwy.)","us","light"
"36227",2009-03-20,"newark (uk/england)","gb","light"
"74463",2008-08-16,"newark valley","us","light"
"42220",2006-04-20,"newaygo/croton",NA,"light"
"36205",2007-03-20,"newberg","us","light"
"57176",2010-06-23,"newberg","us","light"
"78593",1997-08-31,"newberg","us","light"
"80370",2008-08-08,"newberg","us","light"
"2176",1999-10-15,"newbern","us","light"
"23202",2008-12-27,"newberry",NA,"light"
"43667",2014-04-26,"newberry","us","light"
"79985",2003-08-07,"newberry","us","light"
"79991",2003-08-07,"newberry crater national monument",NA,"light"
"7487",2011-10-06,"newburgh","us","light"
"49092",2008-05-24,"newburgh","us","light"
"50294",2008-05-31,"newburgh","us","light"
"51064",2006-05-06,"newburgh","us","light"
"56190",2007-06-20,"newburgh","us","light"
"77597",2013-08-26,"newburgh","us","light"
"71333",1997-08-10,"newbury (canada)",NA,"light"
"25190",2007-01-25,"newbury park","us","light"
"42330",2013-04-20,"newbury park","us","light"
"88693",2009-09-08,"newbury park","us","light"
"1487",2008-10-13,"newburyport","us","light"
"6514",2006-10-31,"newcastle","us","light"
"30350",2013-02-18,"newcastle (australia)","au","light"
"59332",2012-06-30,"newcastle (south africa)",NA,"light"
"46920",2006-05-14,"newcastle upon tyne (uk/england)","gb","light"
"64985",2003-07-20,"newcastle upon tyne (uk/england)","gb","light"
"72230",2000-08-01,"newcastle-upon-tyne (uk/england)",NA,"light"
"85865",2007-09-24,"newcastle-upon-tyne (uk/england)",NA,"light"
"51334",1987-05-08,"newgale sands (uk/wales)",NA,"light"
"15938",2001-11-04,"newhalen","us","light"
"28087",2007-01-08,"newington","us","light"
"22989",2003-12-26,"newmarket (canada)","ca","light"
"29298",2013-02-13,"newnan","us","light"
"47195",1998-05-15,"newnan","us","light"
"47724",2009-05-17,"newnan","us","light"
"18542",2001-01-20,"newport","us","light"
"43036",2008-04-23,"newport","us","light"
"52220",1965-06-01,"newport","us","light"
"52336",1971-06-01,"newport","us","light"
"54027",2012-06-14,"newport","us","light"
"54028",2012-06-14,"newport","us","light"
"54361",1977-06-15,"newport","us","light"
"60447",1998-06-08,"newport","us","light"
"64182",2006-07-17,"newport","us","light"
"69397",2011-07-04,"newport","us","light"
"73379",2010-08-14,"newport","us","light"
"86593",2012-09-27,"newport (gwent) (uk/wales)","gb","light"
"20078",2003-12-14,"newport (uk/wales)","gb","light"
"86117",2008-09-25,"newport (uk/wales)","gb","light"
"20327",2002-12-15,"newport beach","us","light"
"29277",2012-02-13,"newport news","us","light"
"72437",2011-08-01,"newport news","us","light"
"76303",2013-08-02,"newport news","us","light"
"76307",2013-08-02,"newport news","us","light"
"6944",2002-10-04,"newport township",NA,"light"
"9064",1997-11-01,"newton","us","light"
"15565",2004-11-03,"newton","us","light"
"18083",2013-11-08,"newton","us","light"
"38014",2000-03-30,"newton","us","light"
"46918",2006-05-14,"newton","us","light"
"46919",2006-05-14,"newton","us","light"
"47895",2012-05-18,"newton","us","light"
"49371",2000-05-26,"newton","us","light"
"21590",2005-12-21,"newton le willows (uk/england)",NA,"light"
"39996",2014-04-11,"newtongrange (midlothian)(uk/scotland)",NA,"light"
"27562",2012-01-05,"newtown","us","light"
"52026",2007-06-11,"newtown","us","light"
"55597",2004-06-18,"newtown","us","light"
"56466",2008-06-21,"newtown","us","light"
"58538",2013-06-29,"newtown","us","light"
"64331",1979-07-18,"niagara falls","us","light"
"6820",2010-10-03,"niagara falls (canada)","ca","light"
"10637",2009-11-15,"niagara falls (canada)","ca","light"
"15391",2010-11-30,"niagara falls (canada)","ca","light"
"74052",2004-08-15,"niagara falls (canada)","ca","light"
"88742",2010-09-08,"niagara falls (canada)","ca","light"
"40123",1998-04-01,"niagara-on-the-lake (canada)","ca","light"
"19718",2009-12-12,"niantic","us","light"
"30467",2008-02-19,"niantic","us","light"
"51617",2011-05-09,"nice","us","light"
"56361",1999-06-21,"nicholasville","us","light"
"37342",2014-03-25,"nikiski","us","light"
"36663",2014-03-02,"niles","us","light"
"2405",2008-10-15,"nine mile river (canada)",NA,"light"
"29361",2001-02-14,"ninety six","us","light"
"39200",2011-03-07,"ninilchik","us","light"
"77722",2007-08-27,"niota","us","light"
"32604",2003-02-04,"nipomo","us","light"
"35305",2009-03-15,"nipomo","us","light"
"53075",1998-06-01,"nipomo","us","light"
"55293",2012-06-16,"niskayuna","us","light"
"32855",2012-02-05,"niverville","us","light"
"27752",2013-01-06,"niwot/longmont",NA,"light"
"29097",2009-02-12,"nj parkway (mm 121)",NA,"light"
"70911",2006-07-08,"nj parkway (mm60)",NA,"light"
"28828",2005-02-01,"nj/toronto (between) (canada)",NA,"light"
"2261",2002-10-15,"noble","us","light"
"1187",2005-10-12,"noblesville","us","light"
"6306",2000-10-31,"noblesville","us","light"
"35800",2004-03-18,"noblesville","us","light"
"59691",2013-06-04,"noblesville","us","light"
"6866",2013-10-03,"noblsville",NA,"light"
"14122",2005-11-24,"nodine","us","light"
"88927",2005-09-09,"nodine","us","light"
"12992",2013-11-20,"nogales","us","light"
"81420",1982-09-02,"nome","us","light"
"68047",2008-07-31,"none (voyageurs national park)",NA,"light"
"25858",2007-01-27,"norco","us","light"
"45476",2012-04-08,"norco","us","light"
"21805",2004-01-22,"norcross","us","light"
"29130",2012-02-12,"norcross","us","light"
"82989",2001-09-15,"norcross","us","light"
"79844",2012-08-06,"nordland","us","light"
"68349",2010-07-03,"nordman","us","light"
"21489",2011-12-20,"norfolk","us","light"
"37915",2009-03-29,"norfolk","us","light"
"40652",2013-04-13,"norfolk","us","light"
"44524",2009-04-03,"norfolk","us","light"
"62569",2013-07-13,"norfolk","us","light"
"67835",2011-07-30,"norfolk","us","light"
"88899",2003-09-09,"norfolk","us","light"
"31431",2006-02-23,"norfork","us","light"
"75702",2009-08-20,"normal","us","light"
"11097",2011-11-16,"norman","us","light"
"34049",1996-03-01,"norman","us","light"
"76147",2002-08-02,"norman","us","light"
"85469",2013-09-22,"norman","us","light"
"62334",2000-07-13,"norristown","us","light"
"40172",2004-04-01,"norrk&ouml;ping (sweden)",NA,"light"
"58437",2007-06-29,"north adamas",NA,"light"
"80466",2012-08-08,"north anson","us","light"
"42567",2014-04-21,"north atlanta","us","light"
"32092",2008-02-27,"north aurora","us","light"
"60790",2011-06-09,"north aurora","us","light"
"57925",2011-06-26,"north babylon","us","light"
"10185",2008-11-14,"north bay (canada)","ca","light"
"22603",2012-12-24,"north bay (canada)","ca","light"
"24257",2013-12-31,"north bay (canada)","ca","light"
"66206",2006-07-24,"north bay (canada)","ca","light"
"17594",2012-11-07,"north bend","us","light"
"30330",2011-02-18,"north bend","us","light"
"70554",2001-07-07,"north bend","us","light"
"13110",2009-11-21,"north bergen","us","light"
"14150",2007-11-24,"north bergen","us","light"
"32991",2009-02-06,"north bergen","us","light"
"53028",1997-06-01,"north bergen","us","light"
"202",2008-10-10,"north branch","us","light"
"24",1975-10-10,"north charleston","us","light"
"237",2010-10-10,"north charleston","us","light"
"56309",2013-06-20,"north conway","us","light"
"21941",2011-01-22,"north coventry",NA,"light"
"38463",2011-03-03,"north dartmouth","us","light"
"55332",1996-06-17,"north delta (canada)",NA,"light"
"16238",2013-01-14,"north eastham","us","light"
"57285",2000-06-24,"north fork","us","light"
"56765",1999-06-22,"north freedom","us","light"
"32185",1998-02-28,"north highlands","us","light"
"36923",2007-03-23,"north highlands","us","light"
"74464",2008-08-16,"north highlands","us","light"
"23069",2011-12-26,"north hollywood","us","light"
"45884",2009-05-10,"north hollywood","us","light"
"63735",2010-07-15,"north hollywood","us","light"
"71948",1954-08-01,"north hollywood","us","light"
"77459",2003-08-26,"north hollywood","us","light"
"85304",2005-09-22,"north hollywood","us","light"
"84149",2009-09-19,"north huntingdon",NA,"light"
"1311",2013-10-12,"north judson","us","light"
"65203",2000-07-21,"north judson","us","light"
"16464",2003-01-15,"north judson/knox",NA,"light"
"80065",2010-08-07,"north kenai (daniels lake; east end)",NA,"light"
"75450",1989-08-20,"north kingstown","us","light"
"78697",2004-08-31,"north kingstown","us","light"
"84230",2009-09-19,"north kingstown","us","light"
"7278",2012-10-05,"north lake tahoe",NA,"light"
"3922",2012-10-21,"north las vegas","us","light"
"15605",2005-11-03,"north las vegas","us","light"
"50891",2011-05-05,"north las vegas","us","light"
"13516",2012-11-02,"north liberty","us","light"
"42770",1998-04-22,"north little rock","us","light"
"67779",2008-07-30,"north london (uk/england)",NA,"light"
"2935",2012-10-17,"north long beach","us","light"
"72528",1997-08-12,"north lynnwood",NA,"light"
"50436",2007-05-03,"north manchester","us","light"
"4735",2005-10-24,"north miami","us","light"
"8288",2004-01-10,"north miami","us","light"
"68154",1990-07-03,"north miami beach","us","light"
"57701",2011-06-25,"north muskegon","us","light"
"4363",2012-10-22,"north myrtle beach","us","light"
"4522",2008-10-23,"north myrtle beach","us","light"
"7283",2012-10-05,"north myrtle beach","us","light"
"25160",2006-12-05,"north myrtle beach","us","light"
"26309",2011-12-08,"north myrtle beach","us","light"
"44090",2004-04-29,"north myrtle beach","us","light"
"55452",2009-06-17,"north myrtle beach","us","light"
"55453",2009-06-17,"north myrtle beach","us","light"
"56311",2013-06-20,"north myrtle beach","us","light"
"56319",2013-06-20,"north myrtle beach","us","light"
"71533",2010-08-10,"north myrtle beach","us","light"
"80119",2012-08-07,"north myrtle beach","us","light"
"83039",2003-09-15,"north myrtle beach","us","light"
"83088",2005-09-15,"north myrtle beach","us","light"
"77455",2003-08-26,"north myrtle beach/cherry groove",NA,"light"
"1936",1974-10-15,"north of colorado springs",NA,"light"
"70680",2009-07-07,"north ogden","us","light"
"47499",1999-05-16,"north orlando",NA,"light"
"13283",2004-11-02,"north phoenix",NA,"light"
"44923",2012-04-05,"north phoenix",NA,"light"
"40017",2014-04-11,"north plainfield","us","light"
"81707",2007-09-01,"north plains","us","light"
"5074",2012-10-25,"north pole","us","light"
"35547",2013-03-16,"north pole","us","light"
"86881",2013-09-28,"north pole","us","light"
"1177",2004-10-12,"north port","us","light"
"37474",2013-03-26,"north port","us","light"
"59081",2002-06-30,"north port","us","light"
"14242",2013-11-24,"north providence","us","light"
"30816",2005-02-21,"north richland hills","us","light"
"68789",2004-07-04,"north richland hills","us","light"
"88900",2003-09-09,"north richland hills","us","light"
"24843",2008-01-24,"north riverside","us","light"
"41419",2007-04-16,"north riverside","us","light"
"7529",2012-10-06,"north salt lake","us","light"
"32842",2011-02-05,"north salt lake","us","light"
"20815",2011-12-17,"north scituate","us","light"
"18660",2010-01-20,"north stonington","us","light"
"20293",1999-12-16,"north syracuse","us","light"
"13400",2008-11-02,"north tonawanda","us","light"
"10617",2008-11-15,"north topsail beach","us","light"
"70996",2012-07-08,"north topsail beach","us","light"
"29671",2002-02-15,"north vancouver (canada)","ca","light"
"47538",2004-05-16,"north vancouver (canada)","ca","light"
"34745",2012-03-13,"north vernon","us","light"
"62529",2012-07-13,"north versailles","us","light"
"12171",2001-01-01,"north whitefield","us","light"
"84600",2012-09-20,"north wildwood","us","light"
"40875",2012-04-14,"north wilkesboro","us","light"
"88743",2011-09-08,"north wilkesboro","us","light"
"30731",2013-02-20,"north york (canada)",NA,"light"
"18976",2001-12-11,"north yorkshire (uk/england)","gb","light"
"43322",2014-04-24,"north zulch","us","light"
"25771",2002-01-27,"northampton","us","light"
"2578",2004-10-16,"northampton (uk/england)","gb","light"
"71754",2006-08-11,"northampton (uk/england)","gb","light"
"76488",2009-08-22,"northampton (uk/england)","gb","light"
"39902",2005-04-11,"northborough","us","light"
"49615",2006-05-27,"northbrook","us","light"
"80955",2010-09-10,"northen georgian bay (canada)",NA,"light"
"44614",1998-04-04,"northern california",NA,"light"
"84503",2007-09-20,"northern cambria/hastings",NA,"light"
"46839",2013-05-13,"northfield","us","light"
"82121",2012-09-12,"northfield","us","light"
"85267",2003-09-22,"northfield","us","light"
"19896",2006-12-13,"northglenn","us","light"
"22449",2003-12-24,"northglenn","us","light"
"70269",2008-07-06,"northhampton (uk/england)",NA,"light"
"72596",2001-08-12,"northland","us","light"
"13810",2012-11-22,"northport","us","light"
"23578",2008-12-29,"northport","us","light"
"33813",1998-03-11,"northport","us","light"
"45487",2013-04-08,"northport","us","light"
"58960",1995-06-30,"northport","us","light"
"61149",2012-07-10,"northport","us","light"
"62366",2002-07-13,"northport","us","light"
"68690",1999-07-04,"northport","us","light"
"70687",2010-07-07,"northport","us","light"
"51491",1993-05-09,"northridge (suburb of los angeles in the san fernando valley",NA,"light"
"56938",2013-06-22,"northville","us","light"
"34710",2009-03-13,"northwest baja (mexico)",NA,"light"
"71279",1976-08-10,"northwood","us","light"
"84698",2003-09-21,"northwood","us","light"
"4599",2012-10-23,"norton","us","light"
"51400",2007-05-08,"norton","us","light"
"5794",2000-10-29,"norwalk","us","light"
"13890",2000-11-23,"norwalk","us","light"
"22225",2003-12-23,"norwalk","us","light"
"24413",2005-12-03,"norwalk","us","light"
"33678",2006-03-10,"norwalk","us","light"
"41641",2008-04-17,"norwalk","us","light"
"42816",2006-04-22,"norwalk","us","light"
"49459",2010-05-26,"norwalk","us","light"
"49476",2012-05-26,"norwalk","us","light"
"57210",2012-06-23,"norwalk","us","light"
"66882",1965-07-27,"norwalk","us","light"
"67073",2011-07-27,"norwalk","us","light"
"73055",2008-08-13,"norwalk","us","light"
"80432",2011-08-08,"norwalk","us","light"
"12977",2013-11-20,"norwich","us","light"
"38068",2007-03-30,"norwich","us","light"
"50849",2008-05-05,"norwich",NA,"light"
"42074",2013-04-19,"norwich (uk/england)","gb","light"
"42962",1997-04-23,"norwich (uk/england)","gb","light"
"19429",2008-01-21,"norwood","us","light"
"78980",2006-08-03,"norwood","us","light"
"66806",2009-07-26,"norwood -cincinnati",NA,"light"
"18340",2009-11-09,"norwood/springfield (between)",NA,"light"
"70544",2001-07-07,"noshahr",NA,"light"
"82552",2008-09-14,"not in one",NA,"light"
"72727",2007-08-12,"nothing",NA,"light"
"9101",1999-11-01,"notrees (close to odessa tx)","us","light"
"15836",2013-11-03,"nottingham","us","light"
"18088",2013-11-08,"nottingham","us","light"
"9134",2001-01-11,"nottingham (uk/england)","gb","light"
"29899",2001-02-16,"nottingham (uk/england)","gb","light"
"52974",1995-06-01,"nottingham (uk/england)","gb","light"
"59277",2010-06-30,"nottingham (uk/england)","gb","light"
"78300",2013-08-29,"nottingham (uk/england)","gb","light"
"87164",1997-09-30,"nova scotia (canada)",NA,"light"
"42446",2007-04-21,"nova scotia (south shore) (canada)",NA,"light"
"13763",2011-11-22,"novato","us","light"
"20576",2006-12-16,"novato","us","light"
"65278",2006-07-21,"novato","us","light"
"81551",1999-09-01,"novato","us","light"
"65076",2009-07-20,"novato (??)","us","light"
"25354",2014-01-25,"novi","us","light"
"60683",2001-06-09,"novi","us","light"
"27172",2012-01-03,"nowata","us","light"
"56426",2006-06-21,"nowshahr (iran)",NA,"light"
"61105",2010-07-10,"nsa souda bay (greece)",NA,"light"
"65600",2011-07-02,"nucla","us","light"
"381",2004-10-11,"nuevo laredo (mexico)",NA,"light"
"54301",1975-06-15,"nulato","us","light"
"31540",2000-02-24,"o&#39brien","us","light"
"43379",2001-04-25,"o&#39brien","us","light"
"6547",2008-10-31,"o&#39fallon","us","light"
"9443",2011-11-01,"o&#39fallon","us","light"
"13983",2009-11-23,"o&#39fallon","us","light"
"47566",2008-05-16,"o&#39fallon","us","light"
"67982",2005-07-31,"o&#39fallon","us","light"
"8386",2011-01-10,"o&#39neals","us","light"
"47745",2012-05-17,"o&#39neil",NA,"light"
"52306",1969-06-01,"oahu (400 miles nw of)",NA,"light"
"71855",2011-08-11,"oak bluffs","us","light"
"720",1999-10-01,"oak brook","us","light"
"35107",1998-03-15,"oak creek","us","light"
"820",2005-10-01,"oak forest","us","light"
"828",2005-10-01,"oak forest","us","light"
"837",2005-10-01,"oak forest","us","light"
"845",2005-10-01,"oak forest","us","light"
"3057",2005-10-18,"oak forest","us","light"
"6402",2004-10-31,"oak forest","us","light"
"6461",2004-10-31,"oak forest","us","light"
"40883",2013-04-14,"oak forest","us","light"
"60999",2004-07-10,"oak forest","us","light"
"87269",2005-09-30,"oak forest","us","light"
"87288",2005-09-30,"oak forest","us","light"
"50572",2002-05-04,"oak glen","us","light"
"87732",2003-09-04,"oak grove","us","light"
"15069",2013-11-28,"oak harbor","us","light"
"61272",2006-07-11,"oak harbor","us","light"
"64029",2011-07-16,"oak harbor","us","light"
"76355",1999-08-22,"oak harbor","us","light"
"77177",2001-08-25,"oak harbor","us","light"
"29257",2009-02-13,"oak hill","us","light"
"85657",2008-09-23,"oak hill","us","light"
"20818",2011-12-17,"oak island","us","light"
"49445",2009-05-26,"oak island","us","light"
"50645",2011-05-04,"oak island","us","light"
"55467",2011-06-17,"oak island","us","light"
"77057",2013-08-24,"oak island","us","light"
"6581",2010-10-31,"oak lawn","us","light"
"7884",2010-10-08,"oak lawn","us","light"
"51468",2012-05-08,"oak lawn","us","light"
"51837",2007-06-10,"oak lawn","us","light"
"58055",2007-06-27,"oak lawn","us","light"
"60373",2010-06-07,"oak lawn","us","light"
"62747",2007-07-14,"oak lawn","us","light"
"73091",2010-08-13,"oak lawn","us","light"
"74728",2010-08-17,"oak lawn","us","light"
"76731",2010-08-23,"oak lawn","us","light"
"40365",2003-04-12,"oak park","us","light"
"86714",2003-09-28,"oak ridge","us","light"
"47406",2009-05-15,"oak shores lake berryessa",NA,"light"
"27377",2013-01-04,"oakdale","us","light"
"74240",2011-08-15,"oakdale","us","light"
"27238",2001-01-04,"oakham","us","light"
"2648",2009-10-16,"oakham&#44 rutland (uk/england)",NA,"light"
"696",1997-10-01,"oakland","us","light"
"1854",2013-10-14,"oakland","us","light"
"4084",2008-10-02,"oakland","us","light"
"4698",2003-10-24,"oakland","us","light"
"14302",2001-11-25,"oakland","us","light"
"15858",2013-01-13,"oakland","us","light"
"16929",2002-01-16,"oakland","us","light"
"20816",2011-12-17,"oakland","us","light"
"28878",2009-02-01,"oakland","us","light"
"37659",1994-03-28,"oakland","us","light"
"47713",2009-05-17,"oakland","us","light"
"52637",1982-06-01,"oakland","us","light"
"53977",2009-06-14,"oakland","us","light"
"78854",2013-08-31,"oakland","us","light"
"87747",2004-09-04,"oakland","us","light"
"71679",2001-08-11,"oakland (near)","us","light"
"28963",2014-02-01,"oakland park","us","light"
"36555",2005-03-02,"oaklawn - hickory hills",NA,"light"
"48109",2013-05-19,"oakley","us","light"
"60490",2003-06-08,"oakley","us","light"
"33247",2001-02-08,"oakton","us","light"
"68622",1997-07-04,"oakville","us","light"
"60824",2013-06-09,"oakville (canada)","ca","light"
"62135",2004-07-12,"oakville (canada)","ca","light"
"63775",2012-07-15,"oakville (canada)","ca","light"
"25490",2004-12-06,"oakwood","us","light"
"48269",2006-05-20,"oakwood","us","light"
"61970",2012-07-01,"oakwood","us","light"
"63973",2009-07-16,"oakwood","us","light"
"65118",2011-07-20,"oakwood","us","light"
"8882",2010-11-11,"oberlin","us","light"
"74802",2013-08-17,"obernheim (germany)","de","light"
"2562",2002-10-16,"ocala","us","light"
"6349",2002-10-31,"ocala","us","light"
"10660",2010-11-15,"ocala","us","light"
"12700",2014-01-01,"ocala","us","light"
"28901",2012-02-01,"ocala","us","light"
"45321",2013-04-07,"ocala","us","light"
"47882",2010-05-18,"ocala","us","light"
"56064",1997-06-20,"ocala","us","light"
"73399",2010-08-14,"ocala","us","light"
"75656",2007-08-20,"ocala","us","light"
"55495",2012-06-17,"ocala (driving up i-75&#44 location not exactly known)","us","light"
"66373",1995-07-25,"ocate","us","light"
"26346",2012-01-28,"occidental","us","light"
"69297",2011-07-04,"ocean beach","us","light"
"61133",2011-07-10,"ocean beach (fire island)","us","light"
"4825",2012-10-24,"ocean city","us","light"
"5789",1999-10-29,"ocean city","us","light"
"15948",2002-01-14,"ocean city","us","light"
"32713",2013-02-04,"ocean city","us","light"
"64739",2009-07-19,"ocean city","us","light"
"64789",2012-07-19,"ocean city","us","light"
"65087",2009-07-20,"ocean city","us","light"
"67876",2013-07-30,"ocean city","us","light"
"76562",2013-08-22,"ocean city","us","light"
"85074",2008-09-02,"ocean city (45 miles offshore from)","us","light"
"4836",2012-10-24,"ocean isle",NA,"light"
"67471",2004-07-29,"ocean isle",NA,"light"
"79027",2009-08-03,"ocean isle",NA,"light"
"1262",2011-10-12,"ocean isle beach","us","light"
"2494",2013-10-15,"ocean isle beach","us","light"
"37930",2011-03-29,"ocean isle beach","us","light"
"43820",2013-04-27,"ocean isle beach","us","light"
"55245",2011-06-16,"ocean isle beach","us","light"
"58307",2011-06-28,"ocean isle beach","us","light"
"58308",2011-06-28,"ocean isle beach","us","light"
"59308",2011-06-30,"ocean isle beach","us","light"
"64547",2012-07-18,"ocean isle beach","us","light"
"82130",2012-09-12,"ocean isle beach","us","light"
"83156",2009-09-15,"ocean isle beach","us","light"
"11452",1968-11-18,"ocean off miami",NA,"light"
"32329",2014-02-28,"ocean shores","us","light"
"80104",2012-08-07,"ocean shores","us","light"
"21891",2009-01-22,"ocean springs","us","light"
"12169",2001-01-01,"oceanside","us","light"
"44719",2009-04-04,"oceanside","us","light"
"44751",2013-04-04,"oceanside","us","light"
"83577",2005-09-17,"oceanside","us","light"
"86145",2010-09-25,"oceanside","us","light"
"20674",2013-12-16,"ocoee","us","light"
"42965",1998-04-23,"oconomowoc","us","light"
"67818",2011-07-30,"oconomowoc","us","light"
"83257",2013-09-15,"oconomowoc","us","light"
"54543",1991-06-15,"oconomowoc (heading towards)","us","light"
"18906",2011-12-10,"ocotillo wells (near)","us","light"
"55036",2011-06-15,"ocracoke","us","light"
"87010",2007-09-29,"odenton","us","light"
"67794",2009-07-30,"odin","us","light"
"23766",2010-12-30,"odon","us","light"
"81886",2013-09-01,"ogallala","us","light"
"10701",2012-11-15,"ogden","us","light"
"15756",2011-01-13,"ogden","us","light"
"31163",2000-02-22,"ogden","us","light"
"34444",2010-03-12,"ogden","us","light"
"38375",2000-03-03,"ogden","us","light"
"43016",2006-04-23,"ogden","us","light"
"43070",2010-04-23,"ogden","us","light"
"57169",2010-06-23,"ogden","us","light"
"58425",2005-06-29,"ogden","us","light"
"66315",2012-07-24,"ogden","us","light"
"69401",2011-07-04,"ogden","us","light"
"76614",2001-08-23,"ogden (near)","us","light"
"6228",2013-10-30,"ogdensburg","us","light"
"57758",2013-06-25,"ogdensburg","us","light"
"74017",2003-08-15,"ogdensburg","us","light"
"4880",2013-10-24,"ogilvie","us","light"
"36636",2013-03-02,"ogilvie","us","light"
"46673",2013-05-12,"ogilvie","us","light"
"61154",2013-07-10,"ogilvie","us","light"
"62258",2013-07-12,"ogilvie","us","light"
"72477",2013-08-01,"ogilvie","us","light"
"40714",1999-04-14,"oglesby","us","light"
"1738",2006-10-14,"ogunquit","us","light"
"81488",1996-09-01,"ohio-michigan border",NA,"light"
"74384",2002-08-16,"ohiopyle","us","light"
"9059",1996-11-01,"oirsbeek (netherlands)",NA,"light"
"48756",2004-05-22,"ojai","us","light"
"49581",2002-05-27,"ojai","us","light"
"62894",1948-07-15,"ojai","us","light"
