"","datetime","city","country","shape"
"53547",2008-06-12,"flint","us","changing"
"83713",2013-09-17,"flint","us","changing"
"10139",2003-11-14,"floral city","us","changing"
"4919",1999-10-25,"florence","us","changing"
"51132",2013-05-06,"florence","us","changing"
"16666",2009-01-15,"florissant","us","changing"
"46460",2014-05-01,"flower mound","us","changing"
"11554",2003-11-18,"fontana","us","changing"
"66804",2009-07-26,"forest groce",NA,"changing"
"83090",2005-09-15,"forest hills","us","changing"
"73130",2011-08-13,"forest park","us","changing"
"45408",2006-04-08,"fort collins","us","changing"
"45409",2006-04-08,"fort collins","us","changing"
"67563",2011-07-29,"fort collins","us","changing"
"1256",2010-10-12,"fort mohave",NA,"changing"
"84260",2010-09-19,"fort mohave",NA,"changing"
"7958",2013-10-08,"fort myers","us","changing"
"45213",2004-04-07,"fort smith","us","changing"
"6304",2000-10-31,"fostoria","us","changing"
"12857",2004-11-20,"fountain hills","us","changing"
"48902",2003-05-23,"franklin","us","changing"
"64488",2009-07-18,"franklin","us","changing"
"74477",2009-08-16,"franklin","us","changing"
"74478",2009-08-16,"franklin","us","changing"
"9337",2007-11-01,"franklin park","us","changing"
"24572",2012-12-03,"fredericksburg","us","changing"
"81250",2009-09-11,"fredericksburg","us","changing"
"86116",2008-09-25,"fremont","us","changing"
"117",2001-10-10,"fresno","us","changing"
"7110",1990-10-05,"fresno","us","changing"
"69918",2004-07-05,"fresno","us","changing"
"73152",2012-08-13,"fresno","us","changing"
"83204",2012-09-15,"ft. myers","us","changing"
"41037",1997-04-15,"fullerton","us","changing"
"43265",2011-04-24,"fullerton","us","changing"
"71146",2007-07-09,"fullerton","us","changing"
"17278",1998-11-07,"fullerton (from&#44 spotted 20 deg. abovew horizon)","us","changing"
"87320",2007-09-30,"gadsden","us","changing"
"11027",2006-11-16,"gaffney","us","changing"
"12333",2008-01-01,"gainesville","us","changing"
"12342",2008-01-01,"gainesville","us","changing"
"37406",2006-03-26,"gainesville","us","changing"
"40246",2009-04-01,"gainesville","us","changing"
"10702",2012-11-15,"gaithersburg","us","changing"
"66597",2011-07-25,"galesburg","us","changing"
"36756",2008-03-22,"gallup","us","changing"
"84941",1999-09-02,"galva/victoria/oak run",NA,"changing"
"23599",2010-12-29,"galveston","us","changing"
"48146",1987-05-20,"galveston","us","changing"
"21255",2007-01-02,"garden city","us","changing"
"34974",2013-03-14,"garden grove","us","changing"
"16792",2012-01-15,"garfield","us","changing"
"66142",1999-07-24,"garland","us","changing"
"68891",2007-07-04,"garland","us","changing"
"72755",2010-08-12,"gaston","us","changing"
"53667",2001-06-13,"gaylordsville","us","changing"
"1192",2005-10-12,"georgetown","us","changing"
"57697",2011-06-25,"georgetown","us","changing"
"61362",2011-07-11,"georgetown","us","changing"
"71350",1998-08-10,"georgetown","us","changing"
"55175",2004-06-16,"gerber reservoir",NA,"changing"
"75621",2005-08-20,"gila bend","us","changing"
"61273",2006-07-11,"gila indian reservation &amp; s. chandler&#44 ocotillo area",NA,"changing"
"28031",2001-01-08,"gillette","us","changing"
"74343",1999-08-16,"gillispie (along u. s. border) (canada)",NA,"changing"
"14691",2004-11-27,"gilmer","us","changing"
"71085",2003-07-09,"gilroy","us","changing"
"13827",2013-11-22,"glasgow (uk/scotland)","gb","changing"
"14046",2013-11-23,"glasgow (uk/scotland)","gb","changing"
"16770",2012-11-05,"glastonbury","us","changing"
"83189",2011-09-15,"glenarm","us","changing"
"83190",2011-09-15,"glenarm","us","changing"
"78839",2013-08-31,"glendale","us","changing"
"56368",2000-06-21,"glendale (denver)","us","changing"
"30961",2000-02-02,"glenwood landing","us","changing"
"75298",2009-08-19,"globe","us","changing"
"904",2006-10-01,"glorieta","us","changing"
"22758",2004-12-25,"gloucester","us","changing"
"1460",2006-10-13,"gonzales","us","changing"
"53144",1999-06-01,"gonzales","us","changing"
"1620",1994-10-14,"goodlettsville","us","changing"
"17046",2007-11-06,"goodyear","us","changing"
"83470",2013-09-16,"goodyear","us","changing"
"29417",2006-02-14,"grafton",NA,"changing"
"45291",2011-04-07,"grand forks","us","changing"
"87633",2012-09-03,"grand forks","us","changing"
"23336",2003-12-28,"grand isle","us","changing"
"40074",1989-04-01,"grand junction","us","changing"
"38585",2006-03-04,"grand ledge","us","changing"
"68922",2008-07-04,"granger/mishawaka",NA,"changing"
"50160",2010-05-30,"granite bay","us","changing"
"67231",2003-07-28,"granite falls","us","changing"
"74423",2004-08-16,"granite falls","us","changing"
"81475",1994-09-01,"grants pass","us","changing"
"32356",2004-02-29,"grapevine","us","changing"
"54494",1985-06-16,"grayridge (outside of; 1/2 mile s.)","us","changing"
"47324",2005-05-15,"grays (essex) (uk/england)","gb","changing"
"48083",2012-05-19,"grayson","us","changing"
"82711",1965-09-15,"great bend","us","changing"
"7396",2004-10-06,"greenbelt","us","changing"
"14510",2005-11-26,"greensburg","us","changing"
"3500",2000-10-20,"greenville","us","changing"
"18839",2007-12-10,"greenville","us","changing"
"51807",2005-06-10,"greenville","us","changing"
"15963",2003-01-14,"greenwood","us","changing"
"21724",2001-12-02,"greenwood","us","changing"
"17164",2011-11-06,"greer","us","changing"
"52488",1976-06-01,"gresham","us","changing"
"82446",1999-09-14,"gresham","us","changing"
"40561",2003-04-13,"gresham/ wood village",NA,"changing"
"8365",2009-01-10,"grimsby (uk/england)","gb","changing"
"1412",2003-10-13,"guasave sinaloa",NA,"changing"
"48356",2012-05-21,"gulf breeze","us","changing"
"60116",2007-06-06,"gulf shores","us","changing"
"17572",2012-11-07,"gulfport (near)","us","changing"
"16952",2003-11-06,"gulfporty",NA,"changing"
"78764",2008-08-31,"gurnee","us","changing"
"6186",2011-10-30,"hackensack","us","changing"
"17484",2008-01-17,"half moon bay","us","changing"
"17712",2001-11-08,"halifax (canada)","ca","changing"
"43594",2008-04-26,"hallsville","us","changing"
"10106",1999-11-14,"haltom city","us","changing"
"64849",1977-07-20,"hamilton (canada)","ca","changing"
"77277",2010-08-25,"hammond","us","changing"
"66562",2009-07-25,"hampshire (uk/england)","gb","changing"
"36573",2006-03-02,"hanau (germany)","de","changing"
"81693",2006-09-01,"hanover park","us","changing"
"48653",2012-05-02,"harare (zimbabwe)",NA,"changing"
"4423",2000-10-23,"harpursville","us","changing"
"39101",2002-03-07,"harrisburg","us","changing"
"88193",2002-09-06,"harrisburg","us","changing"
"48435",2004-05-22,"harrison","us","changing"
"59511",2011-06-03,"harrow (canada)","ca","changing"
"2465",2012-10-15,"hartland","us","changing"
"85727",2012-09-23,"hartland","us","changing"
"54829",2002-06-15,"hastings","us","changing"
"73410",2011-08-14,"hastings",NA,"changing"
"84134",2009-09-19,"hatfield&#44 hertfordshire (uk/england)",NA,"changing"
"21097",2010-12-19,"haulover",NA,"changing"
"20251",1995-12-15,"hawesville","us","changing"
"64167",2005-07-17,"hawi","us","changing"
"8803",2003-11-11,"hawks","us","changing"
"2546",2001-10-16,"haworth","us","changing"
"6694",2000-10-03,"hayward","us","changing"
"48856",2013-05-22,"hayward","us","changing"
"39879",2003-04-11,"hazel","us","changing"
"77515",2008-08-26,"heidelberg (germany)","de","changing"
"55264",2012-06-16,"hemet","us","changing"
"1474",2007-10-13,"henderson","us","changing"
"76238",2008-08-02,"henderson","us","changing"
"79016",2008-08-03,"henderson","us","changing"
"88062",2009-09-05,"hendersonville","us","changing"
"34728",2011-03-13,"henrico","us","changing"
"44754",2014-04-04,"heredia (costa rica)",NA,"changing"
"10545",2004-11-15,"hermosa beach","us","changing"
"17132",2010-11-06,"hermosa beach","us","changing"
"1362",1998-10-13,"heron state park (between dulce and taos)",NA,"changing"
"45829",2004-05-10,"hertfordshire (uk/england)","gb","changing"
"6530",2008-10-31,"hialeah","us","changing"
"56149",2004-06-20,"hiawasee",NA,"changing"
"28481",2009-02-10,"hickory","us","changing"
"60503",2005-06-08,"hickory","us","changing"
"20865",2000-12-18,"highland park","us","changing"
"36715",2003-03-23,"highway i-70",NA,"changing"
"5201",2005-10-26,"hillsboro","us","changing"
"30847",2009-02-21,"hillsboro","us","changing"
"62106",2002-07-12,"hillsboro","us","changing"
"87204",2001-09-30,"hillsboro","us","changing"
"842",2005-10-01,"hillside","us","changing"
"39866",2002-04-11,"hilo","us","changing"
"70825",1998-07-08,"hilongos (leyte) (philippines)",NA,"changing"
"2338",2005-10-15,"hiwassee","us","changing"
"44951",2014-04-05,"hobbs","us","changing"
"44952",2014-04-05,"hobbs","us","changing"
"58053",2007-06-27,"hoboken","us","changing"
"64071",1995-07-17,"holland county","us","changing"
"78",1998-10-10,"hollywood","us","changing"
"39476",2004-03-09,"hollywood","us","changing"
"63191",1985-07-15,"holmdel","us","changing"
"43886",1996-04-28,"holopaw","us","changing"
"15879",2014-01-13,"holts summit","us","changing"
"48438",2005-05-21,"holualoa","us","changing"
"48044",2009-05-19,"holyoke","us","changing"
"50961",2014-05-05,"honolulu","us","changing"
"35247",2006-03-15,"hope mills","us","changing"
"36241",2010-03-20,"hopkins","us","changing"
"70716",2011-07-07,"horseheads","us","changing"
"9877",2003-11-13,"hortense","us","changing"
"60349",2008-06-07,"hot springs","us","changing"
"73090",2010-08-13,"hot springs","us","changing"
"17517",2009-01-17,"houston","us","changing"
"22105",2010-12-22,"houston","us","changing"
"30805",2004-02-21,"houston","us","changing"
"35092",1996-03-15,"houston","us","changing"
"38755",2008-03-05,"houston","us","changing"
"58288",2010-06-28,"houston","us","changing"
"86134",2010-09-25,"houston","us","changing"
"22310",2011-12-23,"hudson/stillwater",NA,"changing"
"30154",2008-02-17,"hughson","us","changing"
"24676",2000-01-24,"hull (the quadrant estate) (uk/england)","gb","changing"
"79969",2002-08-07,"humble","us","changing"
"69346",2011-07-04,"hummlestown",NA,"changing"
"53092",1998-06-01,"hunstville",NA,"changing"
"15306",2002-11-30,"huntington","us","changing"
"3294",2008-10-19,"huntington beach","us","changing"
"4059",2006-10-02,"huntington beach","us","changing"
"20435",2009-12-15,"huntington beach","us","changing"
"26937",2009-01-31,"huntington beach","us","changing"
"34175",2008-03-01,"huntington park","us","changing"
"40399",2006-04-13,"huntington park","us","changing"
"24256",2013-12-31,"huntsville","us","changing"
"14910",2006-11-28,"hyden","us","changing"
"47071",1976-05-15,"hydes","us","changing"
"15460",1984-01-13,"idaho (i-90 interstate)",NA,"changing"
"85583",2002-09-23,"idaho city","us","changing"
"60439",1994-06-08,"idaho falls","us","changing"
"62414",2006-07-13,"imperial beach","us","changing"
"78259",2011-08-29,"in flight (unknown location)",NA,"changing"
"29874",1999-02-16,"in-flight/europe",NA,"changing"
"60561",2010-06-08,"independence","us","changing"
"84625",2013-09-20,"indian rocks beach","us","changing"
"40016",2014-04-11,"indianapolis","us","changing"
"48701",1998-05-22,"indianapolis","us","changing"
"77036",2013-08-24,"indianapolis","us","changing"
"83532",2003-09-17,"indianapolis","us","changing"
"75095",2013-08-18,"ingleside","us","changing"
"13954",2007-11-23,"interstate 84 eastbound; exit 147",NA,"changing"
"7805",2003-10-08,"intervalle",NA,"changing"
"42402",2002-04-21,"iowa",NA,"changing"
"49992",2010-05-29,"iowa city","us","changing"
"80151",2012-08-07,"iowa city","us","changing"
"6128",2007-10-30,"irvine","us","changing"
"38318",2013-03-31,"irvine","us","changing"
"54697",1997-06-15,"irvine","us","changing"
"82498",2004-09-14,"irving","us","changing"
"34085",2000-03-01,"isabela (puerto rico) ?",NA,"changing"
"36428",2008-03-21,"isabella",NA,"changing"
"33689",2007-03-10,"isanti","us","changing"
"17806",2004-11-08,"islamabad (pakistan)",NA,"changing"
"58313",2011-06-28,"isle la motte","us","changing"
"45016",2003-04-06,"isle of palms","us","changing"
"63860",2000-07-16,"issaquah","us","changing"
"36531",2003-03-02,"istanbul (turkey)",NA,"changing"
"37447",2011-03-26,"italy/waxachacie (somewhere in between)",NA,"changing"
"76083",2013-08-21,"jackfish lake (canada)",NA,"changing"
"32366",2008-02-29,"jackson","us","changing"
"38028",2002-03-30,"jacksonville","us","changing"
"77441",2003-08-26,"jacksonville","us","changing"
"79432",1999-08-05,"jacksonville","us","changing"
"4355",2012-10-22,"jacksonville beach","us","changing"
"4645",1973-10-24,"jacksonville beach","us","changing"
"73662",1981-08-15,"jacksonville beach","us","changing"
"12092",1997-01-01,"jamestown","us","changing"
"66587",2010-07-25,"jamestown","us","changing"
"40767",2005-04-14,"jasper","us","changing"
"72915",1998-08-13,"jeannette","us","changing"
"40166",2003-04-01,"jefferson  (holden)","us","changing"
"68023",2008-07-31,"jensen beach","us","changing"
"72866",2013-08-12,"jericho","us","changing"
"7134",2000-10-05,"jerome","us","changing"
"47389",2008-05-15,"jersey city","us","changing"
"37613",2012-03-27,"jessup","us","changing"
"41509",2013-04-16,"johnsonville","us","changing"
"83327",2002-09-16,"johnston","us","changing"
"18026",2012-11-08,"jonah","us","changing"
"23849",1998-12-31,"jonesboro (near)","us","changing"
"51038",2004-05-06,"joplin","us","changing"
"18714",2014-01-20,"jupiter","us","changing"
"44129",2005-04-29,"jupiter","us","changing"
"19402",2007-12-01,"kailua","us","changing"
"29438",2008-02-14,"kalamazoo","us","changing"
"47948",1997-05-19,"kalamazoo","us","changing"
"45176",1999-04-07,"kamuela (waimea)",NA,"changing"
"39100",2002-03-07,"kandy (sri lanka)",NA,"changing"
"6958",2003-10-04,"kansas city","us","changing"
"36915",2006-03-23,"kansas city","us","changing"
"46366",2008-05-01,"kansas city","us","changing"
"54525",1989-06-16,"kansas city","us","changing"
"59623",2005-06-04,"kansas city","us","changing"
"74308",1968-08-16,"kansas ciy",NA,"changing"
"78148",2003-08-29,"katy","us","changing"
"87415",2013-09-30,"keeseville","us","changing"
"28182",2013-01-08,"keizer","us","changing"
"55955",2013-06-19,"kells (ireland)",NA,"changing"
"12176",2001-01-01,"kellyville","us","changing"
"38916",2004-03-06,"kelowna (canada)","ca","changing"
"75794",1961-08-21,"kelowna (canada)","ca","changing"
"77768",2010-08-27,"kelso","us","changing"
"89017",2011-09-09,"kenmore","us","changing"
"7806",2003-10-08,"kennedyville","us","changing"
"78683",2004-08-31,"kennett square","us","changing"
"7908",2011-10-08,"kennewick","us","changing"
"86609",2013-09-27,"kennewick","us","changing"
"42274",2009-04-20,"kennewick/richland",NA,"changing"
"38692",2000-03-05,"kenosha","us","changing"
"25361",2014-01-25,"kent","us","changing"
"86968",2004-09-29,"kent (uk/england)","gb","changing"
"26739",2004-01-30,"kent county (canada)",NA,"changing"
"28026",2000-01-08,"kent/warren (between; on rte 341)",NA,"changing"
"86962",2003-09-29,"kenya",NA,"changing"
"11073",2009-11-16,"kerhonkson","us","changing"
"65308",2008-07-21,"kernersville","us","changing"
"30570",1998-02-20,"kerrville","us","changing"
"6674",1998-10-03,"key west","us","changing"
"23867",1999-12-31,"keys/ceres (between&#44 right over hyw 99)",NA,"changing"
"59851",2008-06-05,"keysville","us","changing"
"1945",1975-10-15,"killeen","us","changing"
"84554",2010-09-20,"kiluea",NA,"changing"
"41392",2005-04-16,"kinderhook","us","changing"
"61939",2011-07-01,"kinderhook","us","changing"
"75847",2001-08-21,"kingman","us","changing"
"79320",2011-08-04,"kingman","us","changing"
"3014",2003-10-18,"kingsport","us","changing"
"17002",2005-11-06,"kingston (canada)","ca","changing"
"29669",2002-02-15,"kingston (canada)","ca","changing"
"66279",2010-07-24,"kingwood",NA,"changing"
"81077",1999-09-11,"kirkersville","us","changing"
"47573",2009-05-16,"kirkland","us","changing"
"49836",2011-05-28,"kitsap county",NA,"changing"
"43749",2007-04-27,"knin (croatia)",NA,"changing"
"20249",1994-12-15,"knoxville","us","changing"
"12852",2003-11-20,"koh samui (thailand)",NA,"changing"
"15861",2013-11-03,"kuala lumpur (malaysia)",NA,"changing"
"39603",2014-03-09,"kuala lumpur (malaysia)",NA,"changing"
"38638",2011-03-04,"kuching (malaysia)",NA,"changing"
"71111",2005-07-09,"kuwait",NA,"changing"
"83071",2004-09-16,"la grande (morgan lake)","us","changing"
"64364",1999-07-18,"la grande (union county airport)","us","changing"
"18313",2008-01-19,"la mesa","us","changing"
"6955",2003-10-04,"la moille","us","changing"
"62337",2001-07-13,"la veta","us","changing"
"36243",2010-03-20,"laconia","us","changing"
"36244",2010-03-20,"laconia","us","changing"
"85227",1999-09-22,"lacygne",NA,"changing"
"754",2001-10-01,"lafayette","us","changing"
"17753",2003-11-08,"lafayette","us","changing"
"11568",2004-11-18,"laguna niguel","us","changing"
"55305",2013-06-16,"lahaina","us","changing"
"4909",1996-10-25,"lake charles","us","changing"
"48078",2012-05-19,"lake elsinore","us","changing"
"60161",2010-06-06,"lake elsinore","us","changing"
